Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
206.207.50.50-192.168.3.29-41797-9002-6,206.207.50.50,41797,192.168.3.29,9002,6,16/07/2019 08:12:20 PM,636,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4716.981132075472,318.0,193.747258045114,455.0,181.0,636.0,636.0,0.0,636.0,636.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,44,24,3144.654088050315,1572.3270440251574,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,29200,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-23.219.38.49-58736-80-6,192.168.3.29,58736,23.219.38.49,80,6,16/07/2019 08:11:30 PM,105015977,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2475813751654188,4200639.08,10202723.224295205,40943934.0,-15940.0,104999004.0,8749916.999999998,13564736.018591804,40959835.0,0.0,105000037.0,8750003.083333334,13564698.167169437,40959810.0,0.0,0,0,0,0,416,416,0.1237906875827094,0.1237906875827094,0.0,0.0,0.0,0.0,0.0,2,0,0,0,26,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,74,294,0,32,15885.2,46.99680840227322,15940.0,15812.0,20464092.2,14481492.60876724,40943934.0,10224008.0,1
192.168.3.29-23.219.38.49-58736-80-6,192.168.3.29,58736,23.219.38.49,80,6,16/07/2019 08:13:15 PM,-89,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-56179.77528089888,-22.249999999941792,2122727.63575223,2583212.0,-2616179.0,-17062.0,-8531.0,3687771.167495077,2599117.0,-2616179.0,2600185.0,2600185.0,0.0,2600185.0,2600185.0,0,0,0,0,96,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,2,0,74,294,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-23.219.38.49-58736-80-6,192.168.3.29,58736,23.219.38.49,80,6,16/07/2019 08:13:15 PM,-89,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-56179.77528089888,-22.249999999941792,2122727.63575223,2583212.0,-2616179.0,-17062.0,-8531.0,3687771.167495077,2599117.0,-2616179.0,2600185.0,2600185.0,0.0,2600185.0,2600185.0,0,0,0,0,96,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,2,0,74,294,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-23.219.38.49-58736-80-6,192.168.3.29,58736,23.219.38.49,80,6,16/07/2019 08:13:15 PM,-89,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-56179.77528089888,-22.249999999941792,2122727.63575223,2583212.0,-2616179.0,-17062.0,-8531.0,3687771.167495077,2599117.0,-2616179.0,2600185.0,2600185.0,0.0,2600185.0,2600185.0,0,0,0,0,96,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,2,0,74,294,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.11.162-49634-443-6,192.168.3.29,49634,172.217.11.162,443,6,16/07/2019 08:33:17 PM,14269,2,2,39.0,53.0,39.0,0.0,19.5,27.577164466275352,53.0,0.0,26.5,37.476659402887016,6447.543626042469,280.32798374097695,4756.333333333334,8107.445610877284,14118.0,67.0,14202.0,14202.0,0.0,14202.0,14202.0,151.0,151.0,0.0,151.0,151.0,1,0,0,0,64,64,140.16399187048847,140.16399187048847,0.0,53.0,26.2,24.59064862910289,604.7,1,0,0,2,4,0,0,0,1.0,32.75,19.5,26.5,0,0,0,0,0,0,0,0,0,0,66,251,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.4.174-48292-443-6,192.168.3.29,48292,172.217.4.174,443,6,16/07/2019 08:32:36 PM,40842063,58,46,8307.0,4573.0,662.0,0.0,143.2241379310345,236.3052622160543,564.0,0.0,99.4130434782609,168.00536712153723,315.36115107603644,2.546394387570481,396524.88349514565,4008984.3513593273,40687378.0,-140197.0,40842019.0,716526.6491228071,5390792.567345371,40701325.0,-126250.0,40828144.0,907292.088888889,6067151.594066553,40701787.0,-126278.0,0,0,0,0,1888,1504,1.420104562298922,1.1262898252715587,0.0,662.0,122.66666666666671,208.41626554467803,43437.33974358975,1,8,0,54,100,0,0,0,0.0,123.84615384615384,143.22413793103448,99.41304347826087,0,0,0,12788,52,119099,58,8307,46,4573,29200,266,29,32,140197.0,0.0,140197.0,140197.0,40687378.0,0.0,40687378.0,40687378.0,1
192.168.3.29-172.217.11.162-49634-443-6,192.168.3.29,49634,172.217.11.162,443,6,16/07/2019 08:33:17 PM,13975,3,1,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,4508.050089445438,286.2254025044723,4658.333333333333,7356.880475672642,13148.0,153.0,827.0,413.5,368.4026329981913,674.0,153.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,20,214.66905187835425,71.55635062611807,0.0,39.0,20.4,19.603571103245446,384.3,1,0,1,2,3,0,0,0,0.0,25.5,21.0,0.0,0,0,0,0,0,0,0,0,0,0,66,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172.217.11.162-192.168.3.29-443-49634-6,172.217.11.162,443,192.168.3.29,49634,6,16/07/2019 08:33:17 PM,23,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86956.52173913043,23.0,0.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,86956.52173913043,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.4.174-48292-443-6,192.168.3.29,48292,172.217.4.174,443,6,16/07/2019 08:33:17 PM,13945,3,1,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,4517.7482968806025,286.8411617067049,4648.333333333333,7520.343232415215,13330.0,143.0,615.0,307.5,232.6381310103741,472.0,143.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,20,215.13087128002869,71.71029042667622,0.0,39.0,20.4,19.603571103245446,384.3,1,0,1,2,3,0,0,0,0.0,25.5,21.0,0.0,0,0,0,0,0,0,0,0,0,0,69,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172.217.4.174-192.168.3.29-443-48292-6,172.217.4.174,443,192.168.3.29,48292,6,16/07/2019 08:33:17 PM,22,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90909.09090909093,22.0,0.0,22.0,22.0,22.0,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,90909.09090909093,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.11.162-49634-443-6,192.168.3.29,49634,172.217.11.162,443,6,16/07/2019 08:33:17 PM,14269,2,2,39.0,53.0,39.0,0.0,19.5,27.577164466275352,53.0,0.0,26.5,37.476659402887016,6447.543626042469,280.32798374097695,4756.333333333334,8107.445610877284,14118.0,67.0,14202.0,14202.0,0.0,14202.0,14202.0,151.0,151.0,0.0,151.0,151.0,1,0,0,0,64,64,140.16399187048847,140.16399187048847,0.0,53.0,26.2,24.59064862910289,604.7,1,0,0,2,4,0,0,0,1.0,32.75,19.5,26.5,0,0,0,0,0,0,0,0,0,0,66,251,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.4.174-48292-443-6,192.168.3.29,48292,172.217.4.174,443,6,16/07/2019 08:33:17 PM,14488,2,2,39.0,53.0,39.0,0.0,19.5,27.577164466275352,53.0,0.0,26.5,37.476659402887016,6350.082827167311,276.09055770292656,4829.333333333334,8296.235913553406,14409.0,35.0,14444.0,14444.0,0.0,14444.0,14444.0,79.0,79.0,0.0,79.0,79.0,1,0,0,0,64,64,138.04527885146328,138.04527885146328,0.0,53.0,26.2,24.59064862910289,604.7,1,0,0,2,4,0,0,0,1.0,32.75,19.5,26.5,0,0,0,0,0,0,0,0,0,0,69,266,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.11.162-49634-443-6,192.168.3.29,49634,172.217.11.162,443,6,16/07/2019 08:33:17 PM,13975,3,1,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,4508.050089445438,286.2254025044723,4658.333333333333,7356.880475672642,13148.0,153.0,827.0,413.5,368.4026329981913,674.0,153.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,20,214.66905187835425,71.55635062611807,0.0,39.0,20.4,19.603571103245446,384.3,1,0,1,2,3,0,0,0,0.0,25.5,21.0,0.0,0,0,0,0,0,0,0,0,0,0,66,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172.217.11.162-192.168.3.29-443-49634-6,172.217.11.162,443,192.168.3.29,49634,6,16/07/2019 08:33:17 PM,23,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86956.52173913043,23.0,0.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,86956.52173913043,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.4.174-48292-443-6,192.168.3.29,48292,172.217.4.174,443,6,16/07/2019 08:33:17 PM,13945,3,1,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,4517.7482968806025,286.8411617067049,4648.333333333333,7520.343232415215,13330.0,143.0,615.0,307.5,232.6381310103741,472.0,143.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,20,215.13087128002869,71.71029042667622,0.0,39.0,20.4,19.603571103245446,384.3,1,0,1,2,3,0,0,0,0.0,25.5,21.0,0.0,0,0,0,0,0,0,0,0,0,0,69,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172.217.4.174-192.168.3.29-443-48292-6,172.217.4.174,443,192.168.3.29,48292,6,16/07/2019 08:33:17 PM,22,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90909.09090909093,22.0,0.0,22.0,22.0,22.0,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,90909.09090909093,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.11.162-49634-443-6,192.168.3.29,49634,172.217.11.162,443,6,16/07/2019 08:33:17 PM,14269,2,2,39.0,53.0,39.0,0.0,19.5,27.577164466275352,53.0,0.0,26.5,37.476659402887016,6447.543626042469,280.32798374097695,4756.333333333334,8107.445610877284,14118.0,67.0,14202.0,14202.0,0.0,14202.0,14202.0,151.0,151.0,0.0,151.0,151.0,1,0,0,0,64,64,140.16399187048847,140.16399187048847,0.0,53.0,26.2,24.59064862910289,604.7,1,0,0,2,4,0,0,0,1.0,32.75,19.5,26.5,0,0,0,0,0,0,0,0,0,0,66,251,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.4.174-48292-443-6,192.168.3.29,48292,172.217.4.174,443,6,16/07/2019 08:33:17 PM,14488,2,2,39.0,53.0,39.0,0.0,19.5,27.577164466275352,53.0,0.0,26.5,37.476659402887016,6350.082827167311,276.09055770292656,4829.333333333334,8296.235913553406,14409.0,35.0,14444.0,14444.0,0.0,14444.0,14444.0,79.0,79.0,0.0,79.0,79.0,1,0,0,0,64,64,138.04527885146328,138.04527885146328,0.0,53.0,26.2,24.59064862910289,604.7,1,0,0,2,4,0,0,0,1.0,32.75,19.5,26.5,0,0,0,0,0,0,0,0,0,0,69,266,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.11.162-49634-443-6,192.168.3.29,49634,172.217.11.162,443,6,16/07/2019 08:33:17 PM,13975,3,1,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,4508.050089445438,286.2254025044723,4658.333333333333,7356.880475672642,13148.0,153.0,827.0,413.5,368.4026329981913,674.0,153.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,20,214.66905187835425,71.55635062611807,0.0,39.0,20.4,19.603571103245446,384.3,1,0,1,2,3,0,0,0,0.0,25.5,21.0,0.0,0,0,0,0,0,0,0,0,0,0,66,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172.217.11.162-192.168.3.29-443-49634-6,172.217.11.162,443,192.168.3.29,49634,6,16/07/2019 08:33:17 PM,23,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86956.52173913043,23.0,0.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,86956.52173913043,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.4.174-48292-443-6,192.168.3.29,48292,172.217.4.174,443,6,16/07/2019 08:33:17 PM,13945,3,1,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,4517.7482968806025,286.8411617067049,4648.333333333333,7520.343232415215,13330.0,143.0,615.0,307.5,232.6381310103741,472.0,143.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,20,215.13087128002869,71.71029042667622,0.0,39.0,20.4,19.603571103245446,384.3,1,0,1,2,3,0,0,0,0.0,25.5,21.0,0.0,0,0,0,0,0,0,0,0,0,0,69,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172.217.4.174-192.168.3.29-443-48292-6,172.217.4.174,443,192.168.3.29,48292,6,16/07/2019 08:33:17 PM,22,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90909.09090909093,22.0,0.0,22.0,22.0,22.0,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,90909.09090909093,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.11.162-49634-443-6,192.168.3.29,49634,172.217.11.162,443,6,16/07/2019 08:33:17 PM,14269,2,2,39.0,53.0,39.0,0.0,19.5,27.577164466275352,53.0,0.0,26.5,37.476659402887016,6447.543626042469,280.32798374097695,4756.333333333334,8107.445610877284,14118.0,67.0,14202.0,14202.0,0.0,14202.0,14202.0,151.0,151.0,0.0,151.0,151.0,1,0,0,0,64,64,140.16399187048847,140.16399187048847,0.0,53.0,26.2,24.59064862910289,604.7,1,0,0,2,4,0,0,0,1.0,32.75,19.5,26.5,0,0,0,0,0,0,0,0,0,0,66,251,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.4.174-48292-443-6,192.168.3.29,48292,172.217.4.174,443,6,16/07/2019 08:33:17 PM,14488,2,2,39.0,53.0,39.0,0.0,19.5,27.577164466275352,53.0,0.0,26.5,37.476659402887016,6350.082827167311,276.09055770292656,4829.333333333334,8296.235913553406,14409.0,35.0,14444.0,14444.0,0.0,14444.0,14444.0,79.0,79.0,0.0,79.0,79.0,1,0,0,0,64,64,138.04527885146328,138.04527885146328,0.0,53.0,26.2,24.59064862910289,604.7,1,0,0,2,4,0,0,0,1.0,32.75,19.5,26.5,0,0,0,0,0,0,0,0,0,0,69,266,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.11.162-49634-443-6,192.168.3.29,49634,172.217.11.162,443,6,16/07/2019 08:33:17 PM,13975,3,1,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,4508.050089445438,286.2254025044723,4658.333333333333,7356.880475672642,13148.0,153.0,827.0,413.5,368.4026329981913,674.0,153.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,20,214.66905187835425,71.55635062611807,0.0,39.0,20.4,19.603571103245446,384.3,1,0,1,2,3,0,0,0,0.0,25.5,21.0,0.0,0,0,0,0,0,0,0,0,0,0,66,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172.217.11.162-192.168.3.29-443-49634-6,172.217.11.162,443,192.168.3.29,49634,6,16/07/2019 08:33:17 PM,23,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86956.52173913043,23.0,0.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,86956.52173913043,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.4.174-48292-443-6,192.168.3.29,48292,172.217.4.174,443,6,16/07/2019 08:33:17 PM,13945,3,1,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,4517.7482968806025,286.8411617067049,4648.333333333333,7520.343232415215,13330.0,143.0,615.0,307.5,232.6381310103741,472.0,143.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,20,215.13087128002869,71.71029042667622,0.0,39.0,20.4,19.603571103245446,384.3,1,0,1,2,3,0,0,0,0.0,25.5,21.0,0.0,0,0,0,0,0,0,0,0,0,0,69,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172.217.4.174-192.168.3.29-443-48292-6,172.217.4.174,443,192.168.3.29,48292,6,16/07/2019 08:33:17 PM,22,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90909.09090909093,22.0,0.0,22.0,22.0,22.0,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,90909.09090909093,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.11.162-49634-443-6,192.168.3.29,49634,172.217.11.162,443,6,16/07/2019 08:33:17 PM,14269,2,2,39.0,53.0,39.0,0.0,19.5,27.577164466275352,53.0,0.0,26.5,37.476659402887016,6447.543626042469,280.32798374097695,4756.333333333334,8107.445610877284,14118.0,67.0,14202.0,14202.0,0.0,14202.0,14202.0,151.0,151.0,0.0,151.0,151.0,1,0,0,0,64,64,140.16399187048847,140.16399187048847,0.0,53.0,26.2,24.59064862910289,604.7,1,0,0,2,4,0,0,0,1.0,32.75,19.5,26.5,0,0,0,0,0,0,0,0,0,0,66,251,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.4.174-48292-443-6,192.168.3.29,48292,172.217.4.174,443,6,16/07/2019 08:33:17 PM,14488,2,2,39.0,53.0,39.0,0.0,19.5,27.577164466275352,53.0,0.0,26.5,37.476659402887016,6350.082827167311,276.09055770292656,4829.333333333334,8296.235913553406,14409.0,35.0,14444.0,14444.0,0.0,14444.0,14444.0,79.0,79.0,0.0,79.0,79.0,1,0,0,0,64,64,138.04527885146328,138.04527885146328,0.0,53.0,26.2,24.59064862910289,604.7,1,0,0,2,4,0,0,0,1.0,32.75,19.5,26.5,0,0,0,0,0,0,0,0,0,0,69,266,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.11.162-49634-443-6,192.168.3.29,49634,172.217.11.162,443,6,16/07/2019 08:33:17 PM,13975,3,1,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,4508.050089445438,286.2254025044723,4658.333333333333,7356.880475672642,13148.0,153.0,827.0,413.5,368.4026329981913,674.0,153.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,20,214.66905187835425,71.55635062611807,0.0,39.0,20.4,19.603571103245446,384.3,1,0,1,2,3,0,0,0,0.0,25.5,21.0,0.0,0,0,0,0,0,0,0,0,0,0,66,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172.217.11.162-192.168.3.29-443-49634-6,172.217.11.162,443,192.168.3.29,49634,6,16/07/2019 08:33:17 PM,23,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86956.52173913043,23.0,0.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,86956.52173913043,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.4.174-48292-443-6,192.168.3.29,48292,172.217.4.174,443,6,16/07/2019 08:33:17 PM,13945,3,1,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,4517.7482968806025,286.8411617067049,4648.333333333333,7520.343232415215,13330.0,143.0,615.0,307.5,232.6381310103741,472.0,143.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,20,215.13087128002869,71.71029042667622,0.0,39.0,20.4,19.603571103245446,384.3,1,0,1,2,3,0,0,0,0.0,25.5,21.0,0.0,0,0,0,0,0,0,0,0,0,0,69,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172.217.4.174-192.168.3.29-443-48292-6,172.217.4.174,443,192.168.3.29,48292,6,16/07/2019 08:33:17 PM,22,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90909.09090909093,22.0,0.0,22.0,22.0,22.0,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,90909.09090909093,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.11.162-49634-443-6,192.168.3.29,49634,172.217.11.162,443,6,16/07/2019 08:33:17 PM,14269,2,2,39.0,53.0,39.0,0.0,19.5,27.577164466275352,53.0,0.0,26.5,37.476659402887016,6447.543626042469,280.32798374097695,4756.333333333334,8107.445610877284,14118.0,67.0,14202.0,14202.0,0.0,14202.0,14202.0,151.0,151.0,0.0,151.0,151.0,1,0,0,0,64,64,140.16399187048847,140.16399187048847,0.0,53.0,26.2,24.59064862910289,604.7,1,0,0,2,4,0,0,0,1.0,32.75,19.5,26.5,0,0,0,0,0,0,0,0,0,0,66,251,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.4.174-48292-443-6,192.168.3.29,48292,172.217.4.174,443,6,16/07/2019 08:33:17 PM,14488,2,2,39.0,53.0,39.0,0.0,19.5,27.577164466275352,53.0,0.0,26.5,37.476659402887016,6350.082827167311,276.09055770292656,4829.333333333334,8296.235913553406,14409.0,35.0,14444.0,14444.0,0.0,14444.0,14444.0,79.0,79.0,0.0,79.0,79.0,1,0,0,0,64,64,138.04527885146328,138.04527885146328,0.0,53.0,26.2,24.59064862910289,604.7,1,0,0,2,4,0,0,0,1.0,32.75,19.5,26.5,0,0,0,0,0,0,0,0,0,0,69,266,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.3.29-172.217.11.162-49634-443-6,192.168.3.29,49634,172.217.11.162,443,6,16/07/2019 08:33:17 PM,13975,3,1,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,4508.050089445438,286.2254025044723,4658.333333333333,7356.880475672642,13148.0,153.0,827.0,413.5,368.4026329981913,674.0,153.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,20,214.66905187835425,71.55635062611807,0.0,39.0,20.4,19.603571103245446,384.3,1,0,1,2,3,0,0,0,0.0,25.5,21.0,0.0,0,0,0,0,0,0,0,0,0,0,66,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
